1539459892,0
1539459893,0
1539459894,0
1539459895,0
1539459896,0
1539459897,0
1539459898,0
1539459899,0
1539459900,0
1539459901,0
1539459902,0
1539459903,0
1539459904,0
1539459905,0
1539459906,0
1539459907,0
1539459908,0
1539459909,0
1539459910,0
1539459911,0
1539459912,0
1539459913,0
1539459914,0
1539459915,0
1539459916,0
1539459917,0
1539459918,0
1539459919,0
1539459920,0
1539459921,0
1539459922,0
1539459923,0
1539459924,0
1539459925,0
1539459926,0
1539459927,0
1539459928,0
1539459929,0
1539459930,0
1539459931,0
1539459932,0
1539459933,0
1539459934,0
1539459935,0
1539459936,0
1539459937,0
1539459938,0
1539459939,0
1539459940,0
1539459941,0
1539459942,0
1539459943,0
1539459944,0
1539459945,0
1539459946,0
1539459947,0
1539459948,0
1539459949,0
1539459950,0
1539459951,0
1539459952,0
1539459953,0
1539459954,0
1539459955,0
1539459956,0
1539459957,0
1539459958,0
1539459959,0
1539459960,0
1539459961,0
1539459962,0
1539459963,0
1539459964,0
1539459965,0
1539459966,0
1539459967,0
1539459968,0
1539459969,0
1539459970,0
1539459971,0
1539459972,0
1539459973,0
1539459974,0
1539459975,0
1539459976,0
1539459977,0
1539459978,0
1539459979,0
1539459980,0
1539459981,0
1539459982,0
1539459983,0
1539459984,0
1539459985,0
1539459986,0
1539459987,0
1539459988,0
1539459989,0
1539459990,0
1539459991,0
1539459992,0
1539459993,0
1539459994,0
1539459995,0
1539459996,0
1539459997,0
1539459998,0
1539459999,0
1539460000,0
1539460001,0
1539460002,0
1539460003,0
1539460004,0
1539460005,0
1539460006,0
1539460007,0
1539460008,0
1539460009,0
1539460010,0
1539460011,0
1539460012,0
1539460013,0
1539460014,0
1539460015,0
1539460016,0
1539460017,0
1539460018,0
1539460019,0
1539460020,0
1539460021,0
1539460022,0
1539460023,0
1539460024,0
1539460025,0
1539460026,0
1539460027,0
1539460028,0
1539460029,0
1539460030,0
1539460031,0
1539460032,0
1539460033,0
1539460034,0
1539460035,0
1539460036,0
1539460037,0
1539460038,0
1539460039,0
1539460040,0
1539460041,0
1539460042,0
1539460043,0
1539460044,0
1539460045,0
1539460046,0
1539460047,0
1539460048,0
1539460049,0
1539460050,0
1539460051,0
1539460052,0
1539460053,0
1539460054,0
1539460055,0
1539460056,0
1539460057,0
1539460058,0
1539460059,0
1539460060,0
1539460061,0
1539460062,0
1539460063,0
1539460064,0
1539460065,0
1539460066,0
1539460067,0
1539460068,0
1539460069,0
1539460070,0
1539460071,2
1539460072,2
1539460073,2
1539460074,2
1539460075,2
1539460076,2
1539460077,1
1539460078,1
1539460079,1
1539460080,1
1539460081,1
1539460082,1
1539460083,1
1539460084,1
1539460085,1
1539460086,1
1539460087,1
1539460088,1
1539460089,1
1539460090,1
1539460091,1
1539460092,1
1539460093,1
1539460094,1
1539460095,1
1539460096,1
1539460097,1
1539460098,1
1539460099,1
1539460100,1
1539460101,1
1539460102,2
1539460103,2
1539460104,2
1539460105,2
1539460106,2
1539460107,2
1539460108,2
1539460109,2
1539460110,2
1539460111,2
1539460112,2
1539460113,0
1539460114,0
1539460115,0
1539460116,0
1539460117,0
1539460118,0
1539460119,0
1539460120,0
1539460121,0
1539460122,0
1539460123,0
1539460124,0
1539460125,0
1539460126,0
1539460127,0
1539460128,0
1539460129,0
1539460130,0
1539460131,0
