1526417507,1
1526417508,1
1526417509,1
1526417510,1
1526417511,1
1526417512,1
1526417513,1
1526417514,1
1526417515,1
1526417516,1
1526417517,2
1526417518,2
1526417519,2
1526417520,2
1526417521,2
1526417522,2
1526417523,0
1526417524,0
1526417525,0
1526417526,0
1526417527,0
1526417528,0
1526417529,0
1526417530,0
1526417531,0
1526417532,0
1526417533,0
1526417534,0
1526417535,0
1526417536,0
1526417537,0
1526417538,0
1526417539,0
1526417540,0
1526417541,0
1526417542,0
1526417543,0
1526417544,0
1526417545,0
1526417546,0
1526417547,0
1526417548,0
1526417549,0
1526417550,0
1526417551,0
1526417552,0
1526417553,0
1526417554,0
1526417555,0
1526417556,0
1526417557,0
1526417558,0
1526417559,0
1526417560,0
1526417561,0
1526417562,0
1526417563,0
1526417564,0
1526417565,0
1526417566,0
1526417567,0
1526417568,0
1526417569,0
1526417570,0
1526417571,0
1526417572,0
1526417573,0
1526417574,0
1526417575,0
1526417576,0
1526417577,0
1526417578,0
1526417579,0
1526417580,0
1526417581,0
1526417582,0
1526417583,0
1526417584,0
1526417585,0
1526417586,0
1526417587,0
1526417588,0
1526417589,0
1526417590,0
1526417591,0
1526417592,0
1526417593,0
1526417594,0
1526417595,0
1526417596,0
1526417597,0
1526417598,0
1526417599,0
1526417600,0
1526417601,0
1526417602,0
1526417603,0
1526417604,0
1526417605,0
1526417606,0
1526417607,0
1526417608,0
1526417609,0
1526417610,0
1526417611,0
1526417612,0
1526417613,0
1526417614,0
1526417615,0
1526417616,0
1526417617,0
1526417618,0
1526417619,0
1526417620,0
1526417621,0
1526417622,0
1526417623,0
1526417624,0
1526417625,0
1526417626,0
1526417627,0
1526417628,0
1526417629,0
1526417630,0
1526417631,0
1526417632,0
1526417633,0
1526417634,0
1526417635,0
1526417636,0
1526417637,0
1526417638,0
1526417639,0
1526417640,0
1526417641,0
1526417642,0
1526417643,0
1526417644,0
1526417645,0
1526417646,0
1526417647,0
1526417648,0
1526417649,0
1526417650,0
1526417651,0
1526417652,0
1526417653,0
1526417654,0
1526417655,0
1526417656,0
1526417657,0
1526417658,0
1526417659,0
1526417660,0
1526417661,0
1526417662,0
1526417663,0
1526417664,0
1526417665,0
1526417666,0
1526417667,0
1526417668,0
1526417669,0
1526417670,0
1526417671,0
1526417672,0
1526417673,0
1526417674,0
1526417675,0
1526417676,0
1526417677,0
1526417678,0
1526417679,0
1526417680,0
1526417681,0
1526417682,0
1526417683,0
1526417684,0
1526417685,0
1526417686,0
1526417687,0
1526417688,0
1526417689,0
1526417690,0
1526417691,0
1526417692,1
1526417693,1
1526417694,1
1526417695,1
1526417696,1
1526417697,0
1526417698,0
1526417699,0
1526417700,0
1526417701,0
1526417702,0
1526417703,0
1526417704,0
1526417705,0
1526417706,0
1526417707,0
1526417708,0
1526417709,0
1526417710,0
1526417711,0
1526417712,0
1526417713,0
1526417714,0
1526417715,0
1526417716,0
1526417717,0
1526417718,0
1526417719,0
1526417720,0
1526417721,0
1526417722,0
1526417723,0
1526417724,0
1526417725,0
1526417726,0
1526417727,0
1526417728,0
1526417729,0
1526417730,0
1526417731,0
1526417732,0
1526417733,0
1526417734,0
1526417735,0
1526417736,0
1526417737,0
1526417738,0
1526417739,0
1526417740,0
1526417741,0
1526417742,0
1526417743,0
1526417744,0
1526417745,0
1526417746,0
